173.0	11:30:33	2022-01-01
6.0	11:47:58	2022-01-01
90.0	11:45:00	2022-01-01
117.0	11:29:39	2022-01-01
5.0	11:28:15	2022-01-01
91.0	11:06:28	2022-01-01
4.0	11:56:48	2022-01-01
126.0	12:19:40	2022-01-01
174.0	12:36:02	2022-01-01
54.0	12:24:19	2022-01-01
160.0	12:37:43	2022-01-01
2.0	12:39:40	2022-01-01
39.0	12:02:46	2022-01-01
107.0	12:14:24	2022-01-01
90.0	12:36:40	2022-01-01
41.0	12:14:07	2022-01-01
29.0	12:40:45	2022-01-01
123.0	12:46:29	2022-01-01
14.0	12:03:14	2022-01-01
115.0	12:58:04	2022-01-01
134.0	12:47:44	2022-01-01
61.0	12:19:47	2022-01-01
95.0	12:07:58	2022-01-01
126.0	12:27:11	2022-01-01
25.0	12:26:04	2022-01-01
94.0	12:41:10	2022-01-01
110.0	12:34:13	2022-01-01
158.0	12:21:08	2022-01-01
6.0	12:39:55	2022-01-01
65.0	12:10:50	2022-01-01
85.0	12:58:01	2022-01-01
36.0	12:28:23	2022-01-01
83.0	12:50:59	2022-01-01
112.0	12:51:02	2022-01-01
57.0	12:29:19	2022-01-01
13.0	12:01:15	2022-01-01
105.0	12:02:03	2022-01-01
43.0	12:20:27	2022-01-01
160.0	12:58:39	2022-01-01
58.0	12:15:11	2022-01-01
107.0	12:13:25	2022-01-01
64.0	12:54:11	2022-01-01
93.0	12:53:47	2022-01-01
112.0	12:28:56	2022-01-01
102.0	12:47:17	2022-01-01
46.0	12:53:33	2022-01-01
64.0	12:44:19	2022-01-01
50.0	12:16:29	2022-01-01
14.0	12:47:02	2022-01-01
56.0	12:05:18	2022-01-01
105.0	12:12:11	2022-01-01
38.0	12:21:53	2022-01-01
139.0	12:08:21	2022-01-01
107.0	12:46:30	2022-01-01
168.0	13:31:21	2022-01-01
178.0	13:39:39	2022-01-01
119.0	13:31:49	2022-01-01
36.0	13:21:32	2022-01-01
140.0	13:25:27	2022-01-01
88.0	13:55:00	2022-01-01
157.0	13:38:15	2022-01-01
72.0	13:23:26	2022-01-01
122.0	13:57:45	2022-01-01
71.0	13:33:21	2022-01-01
97.0	13:02:31	2022-01-01
23.0	13:37:30	2022-01-01
15.0	13:47:47	2022-01-01
24.0	13:35:06	2022-01-01
158.0	13:46:43	2022-01-01
167.0	13:29:22	2022-01-01
62.0	13:26:33	2022-01-01
54.0	13:52:37	2022-01-01
92.0	13:36:56	2022-01-01
46.0	13:00:21	2022-01-01
38.0	13:11:49	2022-01-01
94.0	13:25:50	2022-01-01
85.0	13:05:38	2022-01-01
146.0	13:09:58	2022-01-01
161.0	13:12:06	2022-01-01
45.0	13:33:06	2022-01-01
95.0	13:21:33	2022-01-01
167.0	13:58:59	2022-01-01
72.0	13:00:10	2022-01-01
44.0	13:53:41	2022-01-01
44.0	13:10:42	2022-01-01
125.0	13:28:22	2022-01-01
1.0	13:18:49	2022-01-01
48.0	13:30:35	2022-01-01
145.0	13:24:39	2022-01-01
6.0	13:58:11	2022-01-01
114.0	13:43:15	2022-01-01
55.0	13:34:45	2022-01-01
131.0	13:41:45	2022-01-01
38.0	13:52:35	2022-01-01
90.0	13:37:14	2022-01-01
55.0	13:18:44	2022-01-01
26.0	13:14:34	2022-01-01
10.0	13:50:52	2022-01-01
140.0	13:29:33	2022-01-01
74.0	13:12:19	2022-01-01
13.0	13:46:34	2022-01-01
70.0	13:24:35	2022-01-01
21.0	14:13:33	2022-01-01
106.0	14:48:08	2022-01-01
66.0	14:07:49	2022-01-01
23.0	14:31:58	2022-01-01
105.0	14:09:03	2022-01-01
127.0	14:26:47	2022-01-01
151.0	14:54:44	2022-01-01
59.0	14:14:14	2022-01-01
17.0	14:38:15	2022-01-01
78.0	14:46:47	2022-01-01
69.0	14:05:03	2022-01-01
110.0	14:42:23	2022-01-01
26.0	14:39:15	2022-01-01
101.0	14:29:53	2022-01-01
54.0	14:00:16	2022-01-01
133.0	14:09:48	2022-01-01
58.0	14:28:02	2022-01-01
69.0	14:04:13	2022-01-01
74.0	14:45:58	2022-01-01
71.0	14:47:27	2022-01-01
147.0	14:11:27	2022-01-01
118.0	14:19:36	2022-01-01
84.0	14:11:53	2022-01-01
42.0	14:34:28	2022-01-01
127.0	14:49:51	2022-01-01
22.0	14:15:28	2022-01-01
16.0	14:16:58	2022-01-01
166.0	14:56:30	2022-01-01
20.0	14:53:54	2022-01-01
62.0	14:08:08	2022-01-01
64.0	14:43:03	2022-01-01
133.0	14:10:08	2022-01-01
45.0	14:26:38	2022-01-01
76.0	15:16:12	2022-01-01
45.0	15:43:48	2022-01-01
34.0	15:36:56	2022-01-01
105.0	15:05:17	2022-01-01
57.0	15:12:17	2022-01-01
80.0	15:11:18	2022-01-01
153.0	15:24:42	2022-01-01
121.0	15:39:46	2022-01-01
155.0	15:31:26	2022-01-01
61.0	15:10:48	2022-01-01
138.0	15:03:19	2022-01-01
61.0	15:31:15	2022-01-01
169.0	15:11:34	2022-01-01
103.0	15:03:17	2022-01-01
105.0	15:13:08	2022-01-01
136.0	15:08:35	2022-01-01
140.0	15:31:57	2022-01-01
35.0	15:10:04	2022-01-01
25.0	15:10:08	2022-01-01
20.0	15:55:07	2022-01-01
9.0	15:32:25	2022-01-01
42.0	15:56:29	2022-01-01
170.0	15:24:47	2022-01-01
151.0	15:59:03	2022-01-01
26.0	15:02:15	2022-01-01
25.0	15:55:16	2022-01-01
0.0	15:34:00	2022-01-01
177.0	15:15:41	2022-01-01
42.0	15:14:09	2022-01-01
49.0	15:10:25	2022-01-01
18.0	15:26:29	2022-01-01
23.0	15:36:53	2022-01-01
9.0	15:08:21	2022-01-01
126.0	16:53:02	2022-01-01
17.0	16:23:46	2022-01-01
11.0	16:47:38	2022-01-01
56.0	16:45:03	2022-01-01
133.0	16:45:07	2022-01-01
157.0	16:40:52	2022-01-01
35.0	16:54:41	2022-01-01
107.0	16:47:53	2022-01-01
20.0	16:54:43	2022-01-01
97.0	16:15:02	2022-01-01
37.0	16:43:22	2022-01-01
116.0	16:16:01	2022-01-01
171.0	16:58:48	2022-01-01
167.0	16:04:45	2022-01-01
118.0	16:28:05	2022-01-01
74.0	16:17:26	2022-01-01
125.0	16:35:26	2022-01-01
117.0	16:45:37	2022-01-01
119.0	16:19:49	2022-01-01
80.0	16:55:00	2022-01-01
147.0	16:40:02	2022-01-01
94.0	16:47:24	2022-01-01
134.0	16:30:24	2022-01-01
119.0	16:21:19	2022-01-01
121.0	16:14:51	2022-01-01
124.0	16:46:00	2022-01-01
55.0	16:16:29	2022-01-01
8.0	16:26:11	2022-01-01
66.0	16:14:14	2022-01-01
89.0	16:58:17	2022-01-01
155.0	16:22:39	2022-01-01
12.0	16:39:22	2022-01-01
85.0	16:23:49	2022-01-01
152.0	16:21:19	2022-01-01
107.0	16:07:33	2022-01-01
118.0	16:51:05	2022-01-01
23.0	16:13:22	2022-01-01
105.0	16:20:09	2022-01-01
87.0	16:54:18	2022-01-01
110.0	16:52:15	2022-01-01
120.0	16:50:20	2022-01-01
32.0	16:46:04	2022-01-01
108.0	16:14:06	2022-01-01
142.0	16:40:03	2022-01-01
127.0	16:20:42	2022-01-01
97.0	16:28:48	2022-01-01
21.0	17:51:12	2022-01-01
163.0	17:06:48	2022-01-01
48.0	17:05:13	2022-01-01
35.0	17:00:15	2022-01-01
140.0	17:53:02	2022-01-01
147.0	17:45:07	2022-01-01
3.0	17:12:24	2022-01-01
1.0	17:28:39	2022-01-01
93.0	17:21:08	2022-01-01
31.0	17:56:21	2022-01-01
117.0	17:50:47	2022-01-01
85.0	17:23:34	2022-01-01
139.0	17:27:31	2022-01-01
74.0	17:02:33	2022-01-01
111.0	17:28:46	2022-01-01
84.0	17:37:53	2022-01-01
35.0	17:36:47	2022-01-01
162.0	17:18:28	2022-01-01
32.0	17:42:10	2022-01-01
84.0	17:09:57	2022-01-01
107.0	17:22:04	2022-01-01
141.0	17:22:34	2022-01-01
38.0	17:27:01	2022-01-01
58.0	17:21:58	2022-01-01
36.0	17:22:54	2022-01-01
138.0	17:28:45	2022-01-01
132.0	17:56:12	2022-01-01
112.0	17:03:58	2022-01-01
134.0	17:50:09	2022-01-01
177.0	17:06:17	2022-01-01
96.0	17:38:16	2022-01-01
114.0	17:53:49	2022-01-01
19.0	17:57:24	2022-01-01
158.0	17:24:55	2022-01-01
127.0	17:17:16	2022-01-01
18.0	17:50:31	2022-01-01
173.0	17:07:39	2022-01-01
34.0	17:16:04	2022-01-01
21.0	17:06:27	2022-01-01
14.0	17:09:12	2022-01-01
31.0	17:02:33	2022-01-01
9.0	18:00:30	2022-01-01
48.0	18:21:47	2022-01-01
143.0	18:35:22	2022-01-01
129.0	18:40:30	2022-01-01
171.0	18:09:57	2022-01-01
124.0	18:51:12	2022-01-01
177.0	18:56:29	2022-01-01
141.0	18:07:48	2022-01-01
143.0	18:33:47	2022-01-01
12.0	18:00:34	2022-01-01
104.0	18:55:32	2022-01-01
10.0	18:11:49	2022-01-01
100.0	18:32:08	2022-01-01
117.0	18:56:51	2022-01-01
162.0	18:51:35	2022-01-01
93.0	18:56:55	2022-01-01
92.0	18:40:11	2022-01-01
106.0	18:17:57	2022-01-01
1.0	18:05:28	2022-01-01
44.0	18:06:25	2022-01-01
104.0	18:52:30	2022-01-01
171.0	18:10:36	2022-01-01
91.0	18:32:35	2022-01-01
109.0	18:26:55	2022-01-01
8.0	18:33:38	2022-01-01
156.0	18:42:49	2022-01-01
63.0	18:46:56	2022-01-01
95.0	18:49:51	2022-01-01
127.0	18:19:51	2022-01-01
157.0	18:18:06	2022-01-01
37.0	18:41:45	2022-01-01
106.0	18:45:36	2022-01-01
143.0	19:38:19	2022-01-01
141.0	19:58:39	2022-01-01
148.0	19:47:38	2022-01-01
150.0	19:24:36	2022-01-01
20.0	19:46:04	2022-01-01
122.0	19:11:36	2022-01-01
104.0	19:08:54	2022-01-01
98.0	19:26:50	2022-01-01
52.0	19:50:25	2022-01-01
155.0	19:46:35	2022-01-01
102.0	19:09:00	2022-01-01
91.0	19:35:41	2022-01-01
28.0	19:21:55	2022-01-01
42.0	19:10:45	2022-01-01
46.0	19:19:00	2022-01-01
50.0	19:24:43	2022-01-01
14.0	19:05:56	2022-01-01
177.0	19:05:03	2022-01-01
108.0	19:30:50	2022-01-01
43.0	19:02:58	2022-01-01
20.0	19:17:05	2022-01-01
93.0	19:54:01	2022-01-01
15.0	19:50:05	2022-01-01
127.0	19:32:23	2022-01-01
134.0	19:35:25	2022-01-01
87.0	19:06:30	2022-01-01
60.0	19:03:16	2022-01-01
27.0	19:26:42	2022-01-01
87.0	19:20:07	2022-01-01
108.0	19:57:50	2022-01-01
87.0	19:22:27	2022-01-01
147.0	19:02:28	2022-01-01
33.0	19:14:47	2022-01-01
138.0	19:27:50	2022-01-01
41.0	19:46:09	2022-01-01
60.0	19:34:42	2022-01-01
68.0	19:38:09	2022-01-01
144.0	19:47:24	2022-01-01
87.0	19:32:08	2022-01-01
118.0	19:46:41	2022-01-01
104.0	19:49:56	2022-01-01
4.0	19:41:54	2022-01-01
2.0	20:28:21	2022-01-01
57.0	20:45:09	2022-01-01
129.0	20:21:19	2022-01-01
93.0	20:09:27	2022-01-01
58.0	20:05:01	2022-01-01
96.0	20:23:41	2022-01-01
119.0	20:24:28	2022-01-01
112.0	20:51:49	2022-01-01
142.0	20:57:52	2022-01-01
88.0	20:28:03	2022-01-01
23.0	20:36:07	2022-01-01
128.0	20:01:44	2022-01-01
12.0	20:11:10	2022-01-01
22.0	20:06:45	2022-01-01
99.0	20:18:11	2022-01-01
7.0	20:26:57	2022-01-01
75.0	20:59:40	2022-01-01
80.0	20:33:02	2022-01-01
71.0	20:40:21	2022-01-01
76.0	20:51:24	2022-01-01
26.0	20:44:09	2022-01-01
150.0	20:21:19	2022-01-01
19.0	20:37:02	2022-01-01
126.0	20:24:07	2022-01-01
118.0	20:30:04	2022-01-01
5.0	20:08:53	2022-01-01
9.0	20:14:39	2022-01-01
32.0	20:16:39	2022-01-01
152.0	20:02:44	2022-01-01
9.0	20:51:02	2022-01-01
73.0	20:29:09	2022-01-01
100.0	20:23:26	2022-01-01
38.0	20:41:02	2022-01-01
120.0	20:37:10	2022-01-01
134.0	20:53:58	2022-01-01
70.0	20:32:33	2022-01-01
129.0	20:18:45	2022-01-01
24.0	20:41:13	2022-01-01
85.0	20:27:01	2022-01-01
127.0	20:11:25	2022-01-01
14.0	20:21:16	2022-01-01
97.0	20:01:44	2022-01-01
17.0	20:09:50	2022-01-01
121.0	20:25:05	2022-01-01
145.0	20:34:25	2022-01-01
53.0	09:43:27	2022-01-02
85.0	09:54:52	2022-01-02
160.0	09:46:55	2022-01-02
42.0	09:36:47	2022-01-02
142.0	09:44:57	2022-01-02
57.0	09:16:26	2022-01-02
145.0	09:39:36	2022-01-02
142.0	09:37:34	2022-01-02
176.0	09:43:22	2022-01-02
153.0	09:28:43	2022-01-02
8.0	09:07:17	2022-01-02
165.0	09:05:41	2022-01-02
165.0	09:17:18	2022-01-02
84.0	09:50:48	2022-01-02
68.0	09:42:18	2022-01-02
161.0	09:04:43	2022-01-02
107.0	09:32:25	2022-01-02
155.0	09:40:26	2022-01-02
174.0	09:39:37	2022-01-02
152.0	09:30:14	2022-01-02
168.0	09:24:17	2022-01-02
63.0	09:24:46	2022-01-02
21.0	09:33:46	2022-01-02
20.0	09:02:21	2022-01-02
29.0	09:13:36	2022-01-02
168.0	09:28:05	2022-01-02
36.0	09:21:01	2022-01-02
145.0	09:09:39	2022-01-02
73.0	09:10:29	2022-01-02
128.0	09:49:03	2022-01-02
24.0	09:34:32	2022-01-02
173.0	09:52:47	2022-01-02
30.0	09:20:23	2022-01-02
46.0	09:42:52	2022-01-02
38.0	09:11:40	2022-01-02
143.0	09:17:36	2022-01-02
102.0	09:32:32	2022-01-02
166.0	09:15:54	2022-01-02
136.0	09:50:58	2022-01-02
93.0	09:33:57	2022-01-02
85.0	09:11:19	2022-01-02
69.0	09:25:00	2022-01-02
102.0	09:59:03	2022-01-02
46.0	10:22:27	2022-01-02
169.0	10:28:07	2022-01-02
161.0	10:57:29	2022-01-02
79.0	10:41:04	2022-01-02
82.0	10:59:12	2022-01-02
151.0	10:10:35	2022-01-02
133.0	10:36:23	2022-01-02
57.0	10:54:28	2022-01-02
7.0	10:42:24	2022-01-02
125.0	10:28:08	2022-01-02
52.0	10:56:16	2022-01-02
80.0	10:12:10	2022-01-02
156.0	10:33:08	2022-01-02
128.0	10:50:47	2022-01-02
54.0	10:42:49	2022-01-02
34.0	10:59:09	2022-01-02
94.0	10:20:59	2022-01-02
173.0	10:01:49	2022-01-02
111.0	10:33:04	2022-01-02
58.0	10:13:57	2022-01-02
25.0	10:34:24	2022-01-02
79.0	10:24:08	2022-01-02
136.0	10:43:24	2022-01-02
166.0	10:41:25	2022-01-02
175.0	10:53:24	2022-01-02
82.0	10:31:33	2022-01-02
156.0	10:26:27	2022-01-02
106.0	10:05:31	2022-01-02
74.0	10:11:44	2022-01-02
70.0	10:50:39	2022-01-02
133.0	10:26:39	2022-01-02
9.0	10:58:31	2022-01-02
118.0	10:43:57	2022-01-02
53.0	10:37:17	2022-01-02
107.0	10:41:10	2022-01-02
124.0	10:01:17	2022-01-02
57.0	10:18:25	2022-01-02
127.0	10:45:24	2022-01-02
52.0	10:54:36	2022-01-02
32.0	10:14:37	2022-01-02
150.0	10:32:12	2022-01-02
166.0	10:10:22	2022-01-02
45.0	10:14:56	2022-01-02
124.0	10:03:23	2022-01-02
24.0	10:59:42	2022-01-02
112.0	11:47:07	2022-01-02
168.0	11:07:48	2022-01-02
128.0	11:19:33	2022-01-02
177.0	11:36:56	2022-01-02
118.0	11:20:24	2022-01-02
147.0	11:50:25	2022-01-02
66.0	11:04:42	2022-01-02
20.0	11:38:17	2022-01-02
79.0	11:00:11	2022-01-02
106.0	11:05:24	2022-01-02
162.0	11:55:54	2022-01-02
134.0	11:20:27	2022-01-02
168.0	11:04:22	2022-01-02
56.0	11:47:39	2022-01-02
165.0	11:31:18	2022-01-02
138.0	11:06:33	2022-01-02
41.0	11:03:15	2022-01-02
22.0	11:08:24	2022-01-02
162.0	11:50:14	2022-01-02
65.0	11:48:50	2022-01-02
157.0	11:44:51	2022-01-02
130.0	11:20:54	2022-01-02
35.0	11:26:13	2022-01-02
121.0	11:39:26	2022-01-02
123.0	11:00:08	2022-01-02
149.0	11:06:54	2022-01-02
12.0	11:46:18	2022-01-02
176.0	11:29:34	2022-01-02
87.0	11:50:49	2022-01-02
116.0	11:31:49	2022-01-02
39.0	11:10:21	2022-01-02
19.0	11:21:07	2022-01-02
67.0	11:17:22	2022-01-02
11.0	11:11:06	2022-01-02
27.0	11:03:29	2022-01-02
20.0	11:29:47	2022-01-02
90.0	11:35:54	2022-01-02
24.0	11:40:16	2022-01-02
147.0	11:36:18	2022-01-02
168.0	11:13:55	2022-01-02
102.0	11:12:06	2022-01-02
172.0	11:53:25	2022-01-02
17.0	11:44:58	2022-01-02
51.0	11:30:27	2022-01-02
122.0	11:33:23	2022-01-02
60.0	11:57:12	2022-01-02
54.0	11:48:58	2022-01-02
64.0	11:59:09	2022-01-02
82.0	11:38:49	2022-01-02
32.0	11:57:50	2022-01-02
157.0	12:53:13	2022-01-02
96.0	12:18:34	2022-01-02
80.0	12:40:21	2022-01-02
110.0	12:04:28	2022-01-02
29.0	12:04:40	2022-01-02
23.0	12:02:51	2022-01-02
162.0	12:02:43	2022-01-02
66.0	12:47:19	2022-01-02
114.0	12:26:24	2022-01-02
121.0	12:49:35	2022-01-02
141.0	12:21:27	2022-01-02
128.0	12:58:13	2022-01-02
161.0	12:49:28	2022-01-02
175.0	12:24:50	2022-01-02
68.0	12:19:07	2022-01-02
135.0	12:40:24	2022-01-02
136.0	12:39:43	2022-01-02
78.0	12:07:43	2022-01-02
83.0	12:41:33	2022-01-02
13.0	12:52:19	2022-01-02
33.0	12:04:24	2022-01-02
22.0	12:03:18	2022-01-02
126.0	12:04:37	2022-01-02
143.0	12:49:16	2022-01-02
162.0	12:21:42	2022-01-02
43.0	12:10:06	2022-01-02
86.0	12:44:24	2022-01-02
151.0	12:50:55	2022-01-02
79.0	12:56:37	2022-01-02
7.0	12:33:51	2022-01-02
141.0	12:13:33	2022-01-02
74.0	12:59:39	2022-01-02
67.0	12:57:16	2022-01-02
3.0	12:03:39	2022-01-02
68.0	12:14:09	2022-01-02
66.0	12:54:28	2022-01-02
82.0	12:56:48	2022-01-02
42.0	12:55:42	2022-01-02
127.0	12:17:41	2022-01-02
47.0	12:35:15	2022-01-02
166.0	12:24:39	2022-01-02
82.0	12:56:49	2022-01-02
32.0	13:35:53	2022-01-02
71.0	13:15:51	2022-01-02
136.0	13:49:26	2022-01-02
95.0	13:35:18	2022-01-02
19.0	13:30:14	2022-01-02
91.0	13:52:04	2022-01-02
40.0	13:37:40	2022-01-02
143.0	13:12:20	2022-01-02
170.0	13:44:53	2022-01-02
74.0	13:37:21	2022-01-02
166.0	13:26:35	2022-01-02
18.0	13:01:05	2022-01-02
74.0	13:17:40	2022-01-02
68.0	13:10:10	2022-01-02
65.0	13:34:59	2022-01-02
141.0	13:31:26	2022-01-02
149.0	13:03:33	2022-01-02
129.0	13:32:19	2022-01-02
131.0	13:38:35	2022-01-02
168.0	13:50:22	2022-01-02
47.0	13:13:32	2022-01-02
49.0	13:22:32	2022-01-02
7.0	13:21:58	2022-01-02
152.0	13:40:41	2022-01-02
30.0	13:51:42	2022-01-02
169.0	13:53:47	2022-01-02
158.0	13:06:03	2022-01-02
17.0	13:59:25	2022-01-02
88.0	13:47:10	2022-01-02
166.0	13:58:30	2022-01-02
12.0	13:10:00	2022-01-02
140.0	13:54:16	2022-01-02
59.0	13:56:07	2022-01-02
48.0	13:32:16	2022-01-02
40.0	13:32:56	2022-01-02
11.0	13:35:24	2022-01-02
110.0	13:54:56	2022-01-02
152.0	14:28:54	2022-01-02
91.0	14:05:22	2022-01-02
63.0	14:51:51	2022-01-02
88.0	14:17:50	2022-01-02
64.0	14:24:01	2022-01-02
172.0	14:47:54	2022-01-02
71.0	14:35:37	2022-01-02
6.0	14:02:04	2022-01-02
21.0	14:05:42	2022-01-02
29.0	14:58:42	2022-01-02
107.0	14:02:34	2022-01-02
28.0	14:41:23	2022-01-02
56.0	14:12:17	2022-01-02
152.0	14:38:39	2022-01-02
159.0	14:31:39	2022-01-02
100.0	14:15:30	2022-01-02
155.0	14:02:55	2022-01-02
31.0	14:37:50	2022-01-02
44.0	14:09:00	2022-01-02
62.0	14:17:38	2022-01-02
39.0	14:39:54	2022-01-02
178.0	14:13:41	2022-01-02
130.0	14:08:41	2022-01-02
16.0	14:38:26	2022-01-02
70.0	14:26:31	2022-01-02
53.0	14:32:12	2022-01-02
47.0	14:47:36	2022-01-02
24.0	14:30:14	2022-01-02
100.0	14:45:39	2022-01-02
23.0	14:00:18	2022-01-02
172.0	14:36:04	2022-01-02
166.0	14:38:25	2022-01-02
21.0	14:27:07	2022-01-02
115.0	14:56:02	2022-01-02
6.0	14:02:07	2022-01-02
146.0	14:12:07	2022-01-02
142.0	15:10:56	2022-01-02
33.0	15:20:13	2022-01-02
134.0	15:00:22	2022-01-02
88.0	15:44:07	2022-01-02
12.0	15:44:02	2022-01-02
101.0	15:53:42	2022-01-02
11.0	15:43:26	2022-01-02
12.0	15:27:19	2022-01-02
91.0	15:33:47	2022-01-02
120.0	15:13:14	2022-01-02
129.0	15:29:04	2022-01-02
39.0	15:29:29	2022-01-02
4.0	15:13:29	2022-01-02
121.0	15:57:40	2022-01-02
141.0	15:47:58	2022-01-02
95.0	15:13:40	2022-01-02
17.0	15:49:11	2022-01-02
40.0	15:46:15	2022-01-02
70.0	15:49:40	2022-01-02
100.0	15:27:20	2022-01-02
52.0	15:20:54	2022-01-02
100.0	15:10:11	2022-01-02
72.0	15:00:36	2022-01-02
79.0	15:07:46	2022-01-02
78.0	15:31:04	2022-01-02
71.0	15:24:43	2022-01-02
7.0	15:12:03	2022-01-02
149.0	15:26:46	2022-01-02
116.0	15:31:33	2022-01-02
137.0	15:16:14	2022-01-02
111.0	15:30:21	2022-01-02
140.0	15:44:46	2022-01-02
156.0	15:45:49	2022-01-02
96.0	15:43:32	2022-01-02
67.0	15:57:46	2022-01-02
37.0	15:17:44	2022-01-02
78.0	15:46:05	2022-01-02
147.0	16:56:01	2022-01-02
0.0	16:54:42	2022-01-02
26.0	16:02:23	2022-01-02
14.0	16:09:33	2022-01-02
122.0	16:01:35	2022-01-02
47.0	16:21:46	2022-01-02
48.0	16:03:13	2022-01-02
147.0	16:22:31	2022-01-02
0.0	16:22:25	2022-01-02
55.0	16:26:26	2022-01-02
41.0	16:40:18	2022-01-02
140.0	16:19:46	2022-01-02
151.0	16:44:19	2022-01-02
2.0	16:09:02	2022-01-02
14.0	16:47:01	2022-01-02
37.0	16:22:39	2022-01-02
111.0	16:48:23	2022-01-02
88.0	16:45:52	2022-01-02
104.0	16:59:13	2022-01-02
5.0	16:02:19	2022-01-02
30.0	16:17:48	2022-01-02
70.0	16:56:24	2022-01-02
142.0	16:25:28	2022-01-02
70.0	16:59:52	2022-01-02
175.0	16:19:41	2022-01-02
15.0	16:24:27	2022-01-02
17.0	16:46:51	2022-01-02
20.0	16:52:20	2022-01-02
36.0	16:38:50	2022-01-02
115.0	16:56:07	2022-01-02
14.0	16:58:10	2022-01-02
38.0	16:26:55	2022-01-02
128.0	16:37:39	2022-01-02
148.0	16:23:40	2022-01-02
83.0	16:32:18	2022-01-02
179.0	16:18:34	2022-01-02
154.0	16:42:21	2022-01-02
45.0	16:28:41	2022-01-02
136.0	17:29:56	2022-01-02
129.0	17:11:40	2022-01-02
87.0	17:51:35	2022-01-02
64.0	17:20:48	2022-01-02
21.0	17:31:10	2022-01-02
152.0	17:24:00	2022-01-02
87.0	17:58:42	2022-01-02
6.0	17:12:54	2022-01-02
11.0	17:12:35	2022-01-02
